x,f
0.581667,0.000000
0.583333,0.000000
0.585000,0.000000
0.586667,0.000000
0.588333,0.000000
0.590000,0.000000
0.591667,0.000000
0.593333,0.000000
0.595000,0.000000
0.596667,0.000000
0.598333,0.000000
0.600000,0.000000
0.601667,0.000000
0.603333,0.000000
0.605000,0.000000
0.606667,0.000000
0.608333,0.000000
0.610000,0.000000
0.611667,0.000000
0.613333,0.000000
0.615000,0.000000
0.616667,0.000000
0.618333,0.000000
0.620000,0.000000
0.621667,0.000000
0.623333,0.000000
0.625000,0.000000
0.626667,0.000000
0.628333,0.000000
0.630000,0.000000
0.631667,0.000000
0.633333,0.000000
0.635000,0.000000
0.636667,0.000000
0.638333,0.000000
0.640000,0.000000
0.641667,0.000000
0.643333,0.000000
0.645000,0.000000
0.646667,0.000000
0.648333,0.000000
0.650000,0.000000
0.651667,0.000000
0.653333,0.000000
0.655000,0.000000
0.656667,0.000000
0.658333,0.000000
0.660000,0.000000
0.661667,0.000000
0.663333,0.000000
0.665000,0.000000
0.666667,0.000000
0.668333,0.000000
0.670000,0.000000
0.671667,0.000000
0.673333,0.000000
0.675000,0.000000
0.676667,0.000000
0.678333,0.000000
0.680000,0.000000
0.681667,0.000000
0.683333,0.000000
0.685000,0.000000
0.686667,0.000000
0.688333,0.000000
0.690000,0.000000
0.691667,0.000000
0.693333,0.000000
0.695000,0.000000
0.696667,0.000000
0.698333,0.000000
0.700000,0.000000
0.701667,0.000000
0.703333,0.000000
0.705000,0.000000
0.706667,0.000000
0.708333,0.000000
0.710000,0.000000
0.711667,0.000000
0.713333,0.000000
0.715000,0.000000
0.716667,0.000000
0.718333,0.000000
0.720000,0.000000
0.721667,0.000000
0.723333,0.000000
0.725000,0.000000
0.726667,0.000000
0.728333,0.000000
0.730000,0.000000
0.731667,0.000000
0.733333,0.000000
0.735000,0.000000
0.736667,0.000000
0.738333,0.000000
0.740000,0.000000
0.741667,0.000000
0.743333,0.000000
0.745000,0.000000
0.746667,0.000000
0.748333,0.000000
0.750000,0.000000
0.751667,0.000000
0.753333,0.000000
0.755000,0.000000
0.756667,0.000000
0.758333,0.000000
0.760000,0.000000
0.761667,0.000000
0.763333,0.000000
0.765000,0.000000
0.766667,0.000000
0.768333,0.000000
0.770000,0.000000
0.771667,0.000000
0.773333,0.000000
0.775000,0.000000
0.776667,0.000000
0.778333,0.000000
0.780000,0.000000
0.781667,0.000000
0.783333,0.000000
0.785000,0.000000
0.786667,0.000000
0.788333,0.000000
0.790000,0.000000
0.791667,0.000000
0.793333,0.000000
0.795000,0.000000
0.796667,0.000000
0.798333,0.000000
0.800000,0.000000
0.801667,0.000000
0.803333,0.000000
0.805000,0.000000
0.806667,0.000000
0.808333,0.000000
0.810000,0.000000
0.811667,0.000000
0.813333,0.000000
0.815000,0.000000
0.816667,0.000000
0.818333,0.000000
0.820000,0.000000
0.821667,0.000000
0.823333,0.000000
0.825000,0.000000
0.826667,0.000000
0.828333,0.000000
0.830000,0.000000
0.831667,0.000000
0.833333,0.000000
0.835000,0.000000
0.836667,0.000000
0.838333,0.000000
0.840000,0.000000
0.841667,0.000000
0.843333,0.000000
0.845000,0.000000
0.846667,0.000000
0.848333,0.000000
0.850000,0.000000
0.851667,0.000000
0.853333,0.000000
0.855000,0.000000
0.856667,0.000000
0.858333,0.000000
0.860000,0.000000
0.861667,0.000000
0.863333,0.000000
0.865000,0.000000
0.866667,0.000000
0.868333,0.000000
0.870000,0.000000
0.871667,0.000000
0.873333,0.000000
0.875000,0.000000
0.876667,0.000000
0.878333,0.000000
0.880000,0.000000
0.881667,0.000000
0.883333,0.000000
0.885000,0.000000
0.886667,0.000000
0.888333,0.000000
0.890000,0.000000
0.891667,0.000000
0.893333,0.000000
0.895000,0.000000
0.896667,0.000000
0.898333,0.000000
0.900000,0.000000
0.901667,0.000000
0.903333,0.000000
0.905000,0.000000
0.906667,0.000000
0.908333,0.000000
0.910000,0.000000
0.911667,0.000000
0.913333,0.000000
0.915000,0.000000
0.916667,0.000000
0.918333,0.000000
0.920000,0.000000
0.921667,0.000000
0.923333,0.000000
0.925000,0.000000
0.926667,0.000000
0.928333,0.000000
0.930000,0.000000
0.931667,0.000000
0.933333,0.000000
0.935000,0.000000
0.936667,0.000000
0.938333,0.000000
0.940000,0.000000
0.941667,0.000000
0.943333,0.000000
0.945000,0.000000
0.946667,0.000000
0.948333,0.000000
0.950000,0.000000
0.951667,0.000000
0.953333,0.000000
0.955000,0.000000
0.956667,0.000000
0.958333,0.000000
0.960000,0.000000
0.961667,0.000000
0.963333,0.000000
0.965000,0.000000
0.966667,0.000000
0.968333,0.000000
0.970000,0.000000
0.971667,0.000000
0.973333,0.000000
0.975000,0.000000
0.976667,0.000000
0.978333,0.000000
0.980000,0.000000
0.981667,0.000000
0.983333,0.000000
0.985000,0.000000
0.986667,0.000000
0.988333,0.000000
0.990000,0.000000
0.991667,0.000000
0.993333,0.000000
0.995000,0.000000
0.996667,0.000000
0.998333,0.000000
1.000000,0.000000
